#prot   lig bin   score
  N.3   P.3 1.10   2.0099
  N.3   P.3 1.20   2.0099
  N.3   P.3 1.30   2.0099
  N.3   P.3 1.40   2.0099
  N.3   P.3 1.50   2.0099
  N.3   P.3 1.60   2.0099
  N.3   P.3 1.70   2.0099
  N.3   P.3 1.80   2.0099
  N.3   P.3 1.90   2.0099
  N.3   P.3 2.00   2.0099
  N.3   P.3 2.10   2.0099
  N.3   P.3 2.20   2.0099
  N.3   P.3 2.30   2.0099
  N.3   P.3 2.40   2.0099
  N.3   P.3 2.50   2.0099
  N.3   P.3 2.60   2.0099
  N.3   P.3 2.70   1.6028
  N.3   P.3 2.80   1.0979
  N.3   P.3 2.90   1.0219
  N.3   P.3 3.00   0.9597
  N.3   P.3 3.10   1.3126
  N.3   P.3 3.20   0.8571
  N.3   P.3 3.30   0.0321
  N.3   P.3 3.40  -0.5669
  N.3   P.3 3.50  -0.8897
  N.3   P.3 3.60  -1.0165
  N.3   P.3 3.70  -1.0468
  N.3   P.3 3.80  -1.0157
  N.3   P.3 3.90  -0.9335
  N.3   P.3 4.00  -0.7539
  N.3   P.3 4.10  -0.4952
  N.3   P.3 4.20  -0.2002
  N.3   P.3 4.30   0.0358
  N.3   P.3 4.40   0.2804
  N.3   P.3 4.50   0.5180
  N.3   P.3 4.60   0.7264
  N.3   P.3 4.70   0.7141
  N.3   P.3 4.80   0.6221
  N.3   P.3 4.90   0.6245
  N.3   P.3 5.00   0.6933
  N.3   P.3 5.10   0.7357
  N.3   P.3 5.20   0.6111
  N.3   P.3 5.30   0.5673
  N.3   P.3 5.40   0.6384
  N.3   P.3 5.50   0.7959
  N.3   P.3 5.60   0.8194
  N.3   P.3 5.70   0.7290
  N.3   P.3 5.80   0.6728
  N.3   P.3 5.90   0.7097
  N.3   S.3 1.00   0.5236
  N.3   S.3 1.10   0.5236
  N.3   S.3 1.20   0.5236
  N.3   S.3 1.30   0.5236
  N.3   S.3 1.40   0.5236
  N.3   S.3 1.50   0.5236
  N.3   S.3 1.60   0.5236
  N.3   S.3 1.70   0.5236
  N.3   S.3 1.80   0.5236
  N.3   S.3 1.90   0.5236
  N.3   S.3 2.00   0.5236
  N.3   S.3 2.10   0.5236
  N.3   S.3 2.20   0.5236
  N.3   S.3 2.30   0.5236
  N.3   S.3 2.40   0.5236
  N.3   S.3 2.50   0.5236
  N.3   S.3 2.60   0.5236
  N.3   S.3 2.70   0.5236
  N.3   S.3 2.80   0.5236
  N.3   S.3 2.90   0.5236
  N.3   S.3 3.00   0.5236
  N.3   S.3 3.10   0.5236
  N.3   S.3 3.20  -0.3731
  N.3   S.3 3.30  -0.6886
  N.3   S.3 3.40  -0.4987
  N.3   S.3 3.50   0.1597
  N.3   S.3 3.60   1.3943
  N.3   S.3 3.70   0.0000
  N.3   S.3 3.80   1.8410
  N.3   S.3 3.90   0.4775
  N.3   S.3 4.00  -0.0932
  N.3   S.3 4.10  -0.3414
  N.3   S.3 4.20  -0.0737
  N.3   S.3 4.30   0.1183
  N.3   S.3 4.40   0.2141
  N.3   S.3 4.50  -0.1369
  N.3   S.3 4.60  -0.1730
  N.3   S.3 4.70  -0.1145
  N.3   S.3 4.80   0.1477
  N.3   S.3 4.90   0.1897
  N.3   S.3 5.00   0.3457
  N.3   S.3 5.10  -0.0400
  N.3   S.3 5.20  -0.3015
  N.3   S.3 5.30  -0.6030
  N.3   S.3 5.40  -0.5360
  N.3   S.3 5.50  -0.4029
  N.3   S.3 5.60  -0.2432
  N.3   S.3 5.70  -0.2944
  N.3   S.3 5.80  -0.3588
  N.3   S.3 5.90  -0.3204
 N.am    Br 1.00   2.2556
 N.am    Br 1.10   2.2556
 N.am    Br 1.20   2.2556
 N.am    Br 1.30   2.2556
 N.am    Br 1.40   2.2556
 N.am    Br 1.50   2.2556
 N.am    Br 1.60   2.2556
 N.am    Br 1.70   2.2556
 N.am    Br 1.80   2.2556
 N.am    Br 1.90   2.2556
 N.am    Br 2.00   2.2556
 N.am    Br 2.10   2.2556
 N.am    Br 2.20   2.2556
 N.am    Br 2.30   2.2556
 N.am    Br 2.40   2.2556
 N.am    Br 2.50   2.2556
 N.am    Br 2.60   2.2556
 N.am    Br 2.70   2.2556
 N.am    Br 2.80   2.2556
 N.am    Br 2.90   2.2556
 N.am    Br 3.00   2.2556
 N.am    Br 3.10   2.2556
 N.am    Br 3.20   2.2556
 N.am    Br 3.30   2.2556
 N.am    Br 3.40   1.7404
 N.am    Br 3.50   1.0106
 N.am    Br 3.60   0.7082
 N.am    Br 3.70   0.2747
 N.am    Br 3.80   0.0545
 N.am    Br 3.90  -0.2158
 N.am    Br 4.00  -0.3281
 N.am    Br 4.10  -0.4281
 N.am    Br 4.20  -0.2735
 N.am    Br 4.30  -0.0376
 N.am    Br 4.40   0.2237
 N.am    Br 4.50   0.1645
 N.am    Br 4.60  -0.0798
 N.am    Br 4.70  -0.0614
 N.am    Br 4.80  -0.0281
 N.am    Br 4.90   0.1445
 N.am    Br 5.00  -0.0122
 N.am    Br 5.10  -0.1007
 N.am    Br 5.20  -0.2453
 N.am    Br 5.30  -0.1969
 N.am    Br 5.40  -0.3762
 N.am    Br 5.50  -0.4672
 N.am    Br 5.60  -0.6388
 N.am    Br 5.70  -0.5187
 N.am    Br 5.80  -0.4289
 N.am    Br 5.90  -0.2444
 N.am   C.2 1.00   4.9974
 N.am   C.2 1.10   4.9974
 N.am   C.2 1.20   4.9974
 N.am   C.2 1.30   4.9974
 N.am   C.2 1.40   4.9974
 N.am   C.2 1.50   4.9974
 N.am   C.2 1.60   4.9974
 N.am   C.2 1.70   4.9974
 N.am   C.2 1.80   4.9974
 N.am   C.2 1.90   4.9974
 N.am   C.2 2.00   4.9974
 N.am   C.2 2.10   4.9974
 N.am   C.2 2.20   4.9974
 N.am   C.2 2.30   4.9974
 N.am   C.2 2.40   4.9974
 N.am   C.2 2.50   4.9974
 N.am   C.2 2.60   4.9974
 N.am   C.2 2.70   4.9974
 N.am   C.2 2.80   3.4058
 N.am   C.2 2.90   2.5422
 N.am   C.2 3.00   2.0266
 N.am   C.2 3.10   1.4895
 N.am   C.2 3.20   1.0545
 N.am   C.2 3.30   0.7078
 N.am   C.2 3.40   0.4699
 N.am   C.2 3.50   0.2893
 N.am   C.2 3.60   0.1410
 N.am   C.2 3.70   0.0343
 N.am   C.2 3.80  -0.0711
 N.am   C.2 3.90  -0.1511
 N.am   C.2 4.00  -0.1739
 N.am   C.2 4.10  -0.1061
 N.am   C.2 4.20   0.0390
 N.am   C.2 4.30   0.1454
 N.am   C.2 4.40   0.2201
 N.am   C.2 4.50   0.2181
 N.am   C.2 4.60   0.2114
 N.am   C.2 4.70   0.1422
 N.am   C.2 4.80   0.0448
 N.am   C.2 4.90  -0.0669
 N.am   C.2 5.00  -0.1779
 N.am   C.2 5.10  -0.2438
 N.am   C.2 5.20  -0.2894
 N.am   C.2 5.30  -0.3081
 N.am   C.2 5.40  -0.3495
 N.am   C.2 5.50  -0.3849
 N.am   C.2 5.60  -0.4164
 N.am   C.2 5.70  -0.3887
 N.am   C.2 5.80  -0.3556
 N.am   C.2 5.90  -0.2847
 N.am   C.3 1.00   4.4344
 N.am   C.3 1.10   4.4344
 N.am   C.3 1.20   4.4344
 N.am   C.3 1.30   4.4344
 N.am   C.3 1.40   4.4344
 N.am   C.3 1.50   4.4344
 N.am   C.3 1.60   4.4344
 N.am   C.3 1.70   4.4344
 N.am   C.3 1.80   4.4344
 N.am   C.3 1.90   4.4344
 N.am   C.3 2.00   4.4344
 N.am   C.3 2.10   4.4344
 N.am   C.3 2.20   3.6536
 N.am   C.3 2.30   3.0539
 N.am   C.3 2.40   3.2803
 N.am   C.3 2.50   3.5470
 N.am   C.3 2.60   4.0323
 N.am   C.3 2.70   3.8478
 N.am   C.3 2.80   3.4974
 N.am   C.3 2.90   2.9368
 N.am   C.3 3.00   2.3353
 N.am   C.3 3.10   1.9506
 N.am   C.3 3.20   1.6550
 N.am   C.3 3.30   1.4230
 N.am   C.3 3.40   1.1828
 N.am   C.3 3.50   0.9796
 N.am   C.3 3.60   0.8005
 N.am   C.3 3.70   0.6550
 N.am   C.3 3.80   0.5097
 N.am   C.3 3.90   0.3854
 N.am   C.3 4.00   0.2824
 N.am   C.3 4.10   0.2155
 N.am   C.3 4.20   0.1765
 N.am   C.3 4.30   0.1304
 N.am   C.3 4.40   0.0879
 N.am   C.3 4.50   0.0210
 N.am   C.3 4.60  -0.0515
 N.am   C.3 4.70  -0.1462
 N.am   C.3 4.80  -0.2444
 N.am   C.3 4.90  -0.3259
 N.am   C.3 5.00  -0.3840
 N.am   C.3 5.10  -0.4017
 N.am   C.3 5.20  -0.4126
 N.am   C.3 5.30  -0.4228
 N.am   C.3 5.40  -0.4580
 N.am   C.3 5.50  -0.4847
 N.am   C.3 5.60  -0.5107
 N.am   C.3 5.70  -0.4877
 N.am   C.3 5.80  -0.4686
 N.am   C.3 5.90  -0.4080
 N.am  C.ar 1.00   5.1814
 N.am  C.ar 1.10   5.1814
 N.am  C.ar 1.20   5.1814
 N.am  C.ar 1.30   5.1814
 N.am  C.ar 1.40   5.1814
 N.am  C.ar 1.50   5.1814
 N.am  C.ar 1.60   5.1814
 N.am  C.ar 1.70   5.1814
 N.am  C.ar 1.80   5.1814
 N.am  C.ar 1.90   5.1814
 N.am  C.ar 2.00   5.1814
 N.am  C.ar 2.10   5.1814
 N.am  C.ar 2.20   5.1814
 N.am  C.ar 2.30   4.4261
 N.am  C.ar 2.40   4.0625
 N.am  C.ar 2.50   4.4526
 N.am  C.ar 2.60   4.6375
 N.am  C.ar 2.70   4.2380
 N.am  C.ar 2.80   3.5261
 N.am  C.ar 2.90   2.9881
 N.am  C.ar 3.00   2.4385
 N.am  C.ar 3.10   1.8982
 N.am  C.ar 3.20   1.4126
 N.am  C.ar 3.30   1.0443
 N.am  C.ar 3.40   0.7623
 N.am  C.ar 3.50   0.5522
 N.am  C.ar 3.60   0.4019
 N.am  C.ar 3.70   0.3097
 N.am  C.ar 3.80   0.2423
 N.am  C.ar 3.90   0.1822
 N.am  C.ar 4.00   0.1313
 N.am  C.ar 4.10   0.0791
 N.am  C.ar 4.20   0.0393
 N.am  C.ar 4.30  -0.0162
 N.am  C.ar 4.40  -0.0355
 N.am  C.ar 4.50  -0.0476
 N.am  C.ar 4.60  -0.0554
 N.am  C.ar 4.70  -0.1044
 N.am  C.ar 4.80  -0.1769
 N.am  C.ar 4.90  -0.2517
 N.am  C.ar 5.00  -0.3124
 N.am  C.ar 5.10  -0.3324
 N.am  C.ar 5.20  -0.3333
 N.am  C.ar 5.30  -0.3263
 N.am  C.ar 5.40  -0.3524
 N.am  C.ar 5.50  -0.3864
 N.am  C.ar 5.60  -0.4137
 N.am  C.ar 5.70  -0.3853
 N.am  C.ar 5.80  -0.3467
 N.am  C.ar 5.90  -0.2800
 N.am C.cat 1.00   4.6066
 N.am C.cat 1.10   4.6066
 N.am C.cat 1.20   4.6066
 N.am C.cat 1.30   4.6066
 N.am C.cat 1.40   4.6066
 N.am C.cat 1.50   4.6066
 N.am C.cat 1.60   4.6066
 N.am C.cat 1.70   4.6066
 N.am C.cat 1.80   4.6066
 N.am C.cat 1.90   4.6066
 N.am C.cat 2.00   4.6066
 N.am C.cat 2.10   4.6066
 N.am C.cat 2.20   4.6066
 N.am C.cat 2.30   4.6066
 N.am C.cat 2.40   4.6066
 N.am C.cat 2.50   4.6066
 N.am C.cat 2.60   4.6066
 N.am C.cat 2.70   4.6066
 N.am C.cat 2.80   4.6066
 N.am C.cat 2.90   4.6066
 N.am C.cat 3.00   4.6066
 N.am C.cat 3.10   4.6066
 N.am C.cat 3.20   4.6066
 N.am C.cat 3.30   4.6066
 N.am C.cat 3.40   4.6066
 N.am C.cat 3.50   3.1732
 N.am C.cat 3.60   2.4346
 N.am C.cat 3.70   1.6521
 N.am C.cat 3.80   1.0304
 N.am C.cat 3.90   0.4950
 N.am C.cat 4.00   0.1929
 N.am C.cat 4.10  -0.0094
 N.am C.cat 4.20  -0.0917
 N.am C.cat 4.30  -0.1794
 N.am C.cat 4.40  -0.1818
 N.am C.cat 4.50  -0.2030
 N.am C.cat 4.60  -0.1757
 N.am C.cat 4.70  -0.1511
 N.am C.cat 4.80  -0.0617
 N.am C.cat 4.90  -0.0571
 N.am C.cat 5.00  -0.1891
 N.am C.cat 5.10  -0.4339
 N.am C.cat 5.20  -0.6326
 N.am C.cat 5.30  -0.7489
 N.am C.cat 5.40  -0.7547
 N.am C.cat 5.50  -0.6885
 N.am C.cat 5.60  -0.5571
 N.am C.cat 5.70  -0.3999
 N.am C.cat 5.80  -0.2569
 N.am C.cat 5.90  -0.1322
 N.am    Cl 1.00   3.2344
 N.am    Cl 1.10   3.2344
 N.am    Cl 1.20   3.2344
 N.am    Cl 1.30   3.2344
 N.am    Cl 1.40   3.2344
 N.am    Cl 1.50   3.2344
 N.am    Cl 1.60   3.2344
 N.am    Cl 1.70   3.2344
 N.am    Cl 1.80   3.2344
 N.am    Cl 1.90   3.2344
 N.am    Cl 2.00   3.2344
 N.am    Cl 2.10   3.2344
 N.am    Cl 2.20   3.2344
 N.am    Cl 2.30   3.2344
 N.am    Cl 2.40   3.2344
 N.am    Cl 2.50   3.2344
 N.am    Cl 2.60   3.2344
 N.am    Cl 2.70   3.2344
 N.am    Cl 2.80   3.2344
 N.am    Cl 2.90   3.2344
 N.am    Cl 3.00   2.6194
 N.am    Cl 3.10   1.2241
 N.am    Cl 3.20   0.5396
 N.am    Cl 3.30  -0.0694
 N.am    Cl 3.40  -0.3530
 N.am    Cl 3.50  -0.4702
 N.am    Cl 3.60  -0.3682
 N.am    Cl 3.70  -0.2049
 N.am    Cl 3.80  -0.0208
 N.am    Cl 3.90   0.0471
 N.am    Cl 4.00   0.1350
 N.am    Cl 4.10   0.1925
 N.am    Cl 4.20   0.2274
 N.am    Cl 4.30   0.2189
 N.am    Cl 4.40   0.1493
 N.am    Cl 4.50   0.1476
 N.am    Cl 4.60   0.1179
 N.am    Cl 4.70   0.0723
 N.am    Cl 4.80  -0.1124
 N.am    Cl 4.90  -0.2839
 N.am    Cl 5.00  -0.3964
 N.am    Cl 5.10  -0.3680
 N.am    Cl 5.20  -0.3000
 N.am    Cl 5.30  -0.1830
 N.am    Cl 5.40  -0.0967
 N.am    Cl 5.50  -0.0227
 N.am    Cl 5.60  -0.0551
 N.am    Cl 5.70  -0.0751
 N.am    Cl 5.80  -0.0962
 N.am    Cl 5.90  -0.0352
 N.am     F 1.00   1.9498
 N.am     F 1.10   1.9498
 N.am     F 1.20   1.9498
 N.am     F 1.30   1.9498
 N.am     F 1.40   1.9498
 N.am     F 1.50   1.9498
 N.am     F 1.60   1.9498
 N.am     F 1.70   1.9498
 N.am     F 1.80   1.9498
 N.am     F 1.90   1.9498
 N.am     F 2.00   1.9498
 N.am     F 2.10   1.9498
 N.am     F 2.20   1.9498
 N.am     F 2.30   1.9498
 N.am     F 2.40   1.9498
 N.am     F 2.50   1.1934
 N.am     F 2.60   1.0447
 N.am     F 2.70   0.5680
 N.am     F 2.80   0.1026
 N.am     F 2.90  -0.4700
 N.am     F 3.00  -0.6922
 N.am     F 3.10  -0.7402
 N.am     F 3.20  -0.5122
 N.am     F 3.30  -0.2934
 N.am     F 3.40  -0.0106
 N.am     F 3.50   0.1376
 N.am     F 3.60   0.3223
 N.am     F 3.70   0.3726
 N.am     F 3.80   0.5237
 N.am     F 3.90   0.6011
 N.am     F 4.00   0.6864
 N.am     F 4.10   0.5308
 N.am     F 4.20   0.2716
 N.am     F 4.30   0.0387
 N.am     F 4.40  -0.0546
 N.am     F 4.50   0.0118
 N.am     F 4.60   0.1171
 N.am     F 4.70   0.1727
 N.am     F 4.80   0.0867
 N.am     F 4.90   0.0298
 N.am     F 5.00  -0.0579
 N.am     F 5.10  -0.1130
 N.am     F 5.20  -0.1873
 N.am     F 5.30  -0.1976
 N.am     F 5.40  -0.1546
 N.am     F 5.50  -0.1578
 N.am     F 5.60  -0.2265
 N.am     F 5.70  -0.3227
 N.am     F 5.80  -0.3557
 N.am     F 5.90  -0.3322
 N.am     I 1.00   1.5934
 N.am     I 1.10   1.5934
 N.am     I 1.20   1.5934
 N.am     I 1.30   1.5934
 N.am     I 1.40   1.5934
 N.am     I 1.50   1.5934
 N.am     I 1.60   1.5934
 N.am     I 1.70   1.5934
 N.am     I 1.80   1.5934
 N.am     I 1.90   1.5934
 N.am     I 2.00   1.5934
 N.am     I 2.10   1.5934
 N.am     I 2.20   1.5934
 N.am     I 2.30   1.5934
 N.am     I 2.40   1.5934
 N.am     I 2.50   1.5934
 N.am     I 2.60   1.5934
 N.am     I 2.70   1.5934
 N.am     I 2.80   1.5934
 N.am     I 2.90   1.5934
 N.am     I 3.00   1.5934
 N.am     I 3.10   1.5934
 N.am     I 3.20   1.5934
 N.am     I 3.30   1.5934
 N.am     I 3.40   1.5934
 N.am     I 3.50   1.5934
 N.am     I 3.60   0.4789
 N.am     I 3.70  -0.1826
 N.am     I 3.80  -0.4538
 N.am     I 3.90  -0.4747
 N.am     I 4.00  -0.5470
 N.am     I 4.10  -0.7739
 N.am     I 4.20  -0.9891
 N.am     I 4.30  -0.9386
 N.am     I 4.40  -0.4884
 N.am     I 4.50   0.2664
 N.am     I 4.60   1.1745
 N.am     I 4.70   1.2430
 N.am     I 4.80   1.0191
 N.am     I 4.90   0.8212
 N.am     I 5.00   0.4383
 N.am     I 5.10   0.2488
 N.am     I 5.20  -0.0966
 N.am     I 5.30  -0.2696
 N.am     I 5.40  -0.4926
 N.am     I 5.50  -0.4693
 N.am     I 5.60  -0.3852
 N.am     I 5.70  -0.0498
 N.am     I 5.80   0.1409
 N.am     I 5.90   0.2764
 N.am   Met 1.00   0.0000
 N.am   Met 1.10   0.0000
 N.am   Met 1.20   0.0000
 N.am   Met 1.30   0.0000
 N.am   Met 1.40   0.0000
 N.am   Met 1.50   0.0000
 N.am   Met 1.60   0.0000
 N.am   Met 1.70   0.0000
 N.am   Met 1.80   0.0000
 N.am   Met 1.90   0.0000
 N.am   Met 2.00   0.0000
 N.am   Met 2.10   0.0000
 N.am   Met 2.20   0.0000
 N.am   Met 2.30   0.0000
 N.am   Met 2.40   0.0000
 N.am   Met 2.50   0.0000
 N.am   Met 2.60   0.0000
 N.am   Met 2.70   0.0000
 N.am   Met 2.80   0.0000
 N.am   Met 2.90   0.0000
 N.am   Met 3.00   0.0000
 N.am   Met 3.10   0.0000
 N.am   Met 3.20   0.0000
 N.am   Met 3.30   0.0000
 N.am   Met 3.40   0.0000
 N.am   Met 3.50   0.0000
 N.am   Met 3.60   0.0000
 N.am   Met 3.70   0.0000
 N.am   Met 3.80   0.0000
 N.am   Met 3.90   0.0000
 N.am   Met 4.00   0.0000
 N.am   Met 4.10   0.0000
 N.am   Met 4.20   0.0000
 N.am   Met 4.30   0.0000
 N.am   Met 4.40   0.0000
 N.am   Met 4.50   0.0000
 N.am   Met 4.60   0.0000
 N.am   Met 4.70   0.0000
 N.am   Met 4.80   0.0000
 N.am   Met 4.90   0.0000
 N.am   Met 5.00   0.0000
 N.am   Met 5.10   0.0000
 N.am   Met 5.20   0.0000
 N.am   Met 5.30   0.0000
 N.am   Met 5.40   0.0000
 N.am   Met 5.50   0.0000
 N.am   Met 5.60   0.0000
 N.am   Met 5.70   0.0000
 N.am   Met 5.80   0.0000
 N.am   Met 5.90   0.0000
 N.am   N.3 1.00   2.7453
 N.am   N.3 1.10   2.7453
 N.am   N.3 1.20   2.7453
 N.am   N.3 1.30   2.7453
 N.am   N.3 1.40   2.7453
 N.am   N.3 1.50   2.7453
 N.am   N.3 1.60   2.7453
 N.am   N.3 1.70   2.7453
 N.am   N.3 1.80   2.7453
 N.am   N.3 1.90   2.7453
 N.am   N.3 2.00   2.7453
 N.am   N.3 2.10   2.7453
 N.am   N.3 2.20   2.7453
 N.am   N.3 2.30   2.7453
 N.am   N.3 2.40   2.7453
 N.am   N.3 2.50   2.7453
 N.am   N.3 2.60   2.4093
 N.am   N.3 2.70   1.8338
 N.am   N.3 2.80   1.8452
 N.am   N.3 2.90   1.6912
 N.am   N.3 3.00   1.8519
 N.am   N.3 3.10   1.7341
 N.am   N.3 3.20   1.6232
 N.am   N.3 3.30   1.3881
 N.am   N.3 3.40   1.1459
 N.am   N.3 3.50   0.9206
 N.am   N.3 3.60   0.7136
 N.am   N.3 3.70   0.6095
 N.am   N.3 3.80   0.5575
 N.am   N.3 3.90   0.5948
 N.am   N.3 4.00   0.5660
 N.am   N.3 4.10   0.3927
 N.am   N.3 4.20   0.1188
 N.am   N.3 4.30  -0.1474
 N.am   N.3 4.40  -0.3044
 N.am   N.3 4.50  -0.4112
 N.am   N.3 4.60  -0.4667
 N.am   N.3 4.70  -0.5183
 N.am   N.3 4.80  -0.5471
 N.am   N.3 4.90  -0.5120
 N.am   N.3 5.00  -0.4178
 N.am   N.3 5.10  -0.2762
 N.am   N.3 5.20  -0.1684
 N.am   N.3 5.30  -0.1668
 N.am   N.3 5.40  -0.1951
 N.am   N.3 5.50  -0.2562
 N.am   N.3 5.60  -0.2725
 N.am   N.3 5.70  -0.2709
 N.am   N.3 5.80  -0.2540
 N.am   N.3 5.90  -0.2020
 N.am  N.am 1.00   3.7041
 N.am  N.am 1.10   3.7041
 N.am  N.am 1.20   3.7041
 N.am  N.am 1.30   3.7041
 N.am  N.am 1.40   3.7041
 N.am  N.am 1.50   3.7041
 N.am  N.am 1.60   3.7041
 N.am  N.am 1.70   3.7041
 N.am  N.am 1.80   3.7041
 N.am  N.am 1.90   3.7041
 N.am  N.am 2.00   3.7041
 N.am  N.am 2.10   3.7041
 N.am  N.am 2.20   3.7041
 N.am  N.am 2.30   3.7041
 N.am  N.am 2.40   3.7041
 N.am  N.am 2.50   2.6725
 N.am  N.am 2.60   2.2467
 N.am  N.am 2.70   2.1296
 N.am  N.am 2.80   1.9105
 N.am  N.am 2.90   1.5377
 N.am  N.am 3.00   1.3246
 N.am  N.am 3.10   1.3343
 N.am  N.am 3.20   1.6378
 N.am  N.am 3.30   1.6708
 N.am  N.am 3.40   1.3913
 N.am  N.am 3.50   1.0653
 N.am  N.am 3.60   0.8759
 N.am  N.am 3.70   0.7636
 N.am  N.am 3.80   0.6066
 N.am  N.am 3.90   0.4256
 N.am  N.am 4.00   0.2615
 N.am  N.am 4.10   0.1348
 N.am  N.am 4.20   0.0120
 N.am  N.am 4.30  -0.1362
 N.am  N.am 4.40  -0.2300
 N.am  N.am 4.50  -0.2699
 N.am  N.am 4.60  -0.2886
 N.am  N.am 4.70  -0.3319
 N.am  N.am 4.80  -0.4387
 N.am  N.am 4.90  -0.4903
 N.am  N.am 5.00  -0.5114
 N.am  N.am 5.10  -0.4053
 N.am  N.am 5.20  -0.2881
 N.am  N.am 5.30  -0.1796
 N.am  N.am 5.40  -0.1650
 N.am  N.am 5.50  -0.2214
 N.am  N.am 5.60  -0.2985
 N.am  N.am 5.70  -0.3313
 N.am  N.am 5.80  -0.3253
 N.am  N.am 5.90  -0.2582
 N.am  N.ar 1.00   2.4462
 N.am  N.ar 1.10   2.4462
 N.am  N.ar 1.20   2.4462
 N.am  N.ar 1.30   2.4462
 N.am  N.ar 1.40   2.4462
 N.am  N.ar 1.50   2.4462
 N.am  N.ar 1.60   2.4462
 N.am  N.ar 1.70   2.4462
 N.am  N.ar 1.80   2.4462
 N.am  N.ar 1.90   2.4462
 N.am  N.ar 2.00   2.4462
 N.am  N.ar 2.10   2.4462
 N.am  N.ar 2.20   2.4462
 N.am  N.ar 2.30   2.4462
 N.am  N.ar 2.40   2.4462
 N.am  N.ar 2.50   1.0217
 N.am  N.ar 2.60  -0.1009
 N.am  N.ar 2.70  -0.6623
 N.am  N.ar 2.80  -1.0680
 N.am  N.ar 2.90  -1.2649
 N.am  N.ar 3.00  -1.2244
 N.am  N.ar 3.10  -0.9413
 N.am  N.ar 3.20  -0.3570
 N.am  N.ar 3.30   0.2013
 N.am  N.ar 3.40   0.7367
 N.am  N.ar 3.50   0.8921
 N.am  N.ar 3.60   1.0474
 N.am  N.ar 3.70   1.0650
 N.am  N.ar 3.80   1.0626
 N.am  N.ar 3.90   1.0167
 N.am  N.ar 4.00   0.8916
 N.am  N.ar 4.10   0.6545
 N.am  N.ar 4.20   0.3999
 N.am  N.ar 4.30   0.1981
 N.am  N.ar 4.40   0.0919
 N.am  N.ar 4.50   0.0453
 N.am  N.ar 4.60  -0.0020
 N.am  N.ar 4.70  -0.0463
 N.am  N.ar 4.80  -0.1175
 N.am  N.ar 4.90  -0.1579
 N.am  N.ar 5.00  -0.2358
 N.am  N.ar 5.10  -0.2546
 N.am  N.ar 5.20  -0.2764
 N.am  N.ar 5.30  -0.2100
 N.am  N.ar 5.40  -0.1830
 N.am  N.ar 5.50  -0.1423
 N.am  N.ar 5.60  -0.1773
 N.am  N.ar 5.70  -0.1659
 N.am  N.ar 5.80  -0.1595
 N.am  N.ar 5.90  -0.1074
 N.am N.pl3 1.00   2.6790
 N.am N.pl3 1.10   2.6790
 N.am N.pl3 1.20   2.6790
 N.am N.pl3 1.30   2.6790
 N.am N.pl3 1.40   2.6790
 N.am N.pl3 1.50   2.6790
 N.am N.pl3 1.60   2.6790
 N.am N.pl3 1.70   2.6790
 N.am N.pl3 1.80   2.6790
 N.am N.pl3 1.90   2.6790
 N.am N.pl3 2.00   2.6790
 N.am N.pl3 2.10   2.6790
 N.am N.pl3 2.20   2.6790
 N.am N.pl3 2.30   2.6790
 N.am N.pl3 2.40   2.0277
 N.am N.pl3 2.50   1.9399
 N.am N.pl3 2.60   2.3671
 N.am N.pl3 2.70   2.3709
 N.am N.pl3 2.80   2.1033
 N.am N.pl3 2.90   1.6604
 N.am N.pl3 3.00   1.4007
 N.am N.pl3 3.10   1.2014
 N.am N.pl3 3.20   1.1872
 N.am N.pl3 3.30   1.1357
 N.am N.pl3 3.40   1.0348
 N.am N.pl3 3.50   0.8958
 N.am N.pl3 3.60   0.7149
 N.am N.pl3 3.70   0.5610
 N.am N.pl3 3.80   0.3684
 N.am N.pl3 3.90   0.1937
 N.am N.pl3 4.00  -0.0077
 N.am N.pl3 4.10  -0.1944
 N.am N.pl3 4.20  -0.3422
 N.am N.pl3 4.30  -0.4345
 N.am N.pl3 4.40  -0.4793
 N.am N.pl3 4.50  -0.4847
 N.am N.pl3 4.60  -0.4622
 N.am N.pl3 4.70  -0.3982
 N.am N.pl3 4.80  -0.3261
 N.am N.pl3 4.90  -0.2604
 N.am N.pl3 5.00  -0.2324
 N.am N.pl3 5.10  -0.1959
 N.am N.pl3 5.20  -0.1242
 N.am N.pl3 5.30  -0.0199
 N.am N.pl3 5.40   0.0225
 N.am N.pl3 5.50  -0.0066
 N.am N.pl3 5.60  -0.0943
 N.am N.pl3 5.70  -0.1204
 N.am N.pl3 5.80  -0.1217
 N.am N.pl3 5.90  -0.0702
 N.am   O.2 1.00   2.9301
 N.am   O.2 1.10   2.9301
 N.am   O.2 1.20   2.9301
 N.am   O.2 1.30   2.9301
 N.am   O.2 1.40   2.9301
 N.am   O.2 1.50   2.9301
 N.am   O.2 1.60   2.9301
 N.am   O.2 1.70   2.9301
 N.am   O.2 1.80   2.9301
 N.am   O.2 1.90   2.9301
 N.am   O.2 2.00   2.9301
 N.am   O.2 2.10   2.9301
 N.am   O.2 2.20   2.9301
 N.am   O.2 2.30   1.2441
 N.am   O.2 2.40   0.0065
 N.am   O.2 2.50  -0.7547
 N.am   O.2 2.60  -1.2670
 N.am   O.2 2.70  -1.5772
 N.am   O.2 2.80  -1.7457
 N.am   O.2 2.90  -1.7169
 N.am   O.2 3.00  -1.4653
 N.am   O.2 3.10  -0.9902
 N.am   O.2 3.20  -0.4415
